"MeterId";"MeterRates";"MeterCategory";"Unit";"MeterName";"MeterSubCategory";"MeterRegion"
"127fa4bc-00f0-4ffe-b884-f3fcc5e62790";"0.109629";"Log Analytics";"1 GB/Month";"Data Retention";"";"EU West"
"33265f0f-c52e-4b94-b36b-b2fcb24b1dc8";"0.119748";"HDInsight";"1 Hour";"A2m v2";"Av2 Series";"EU West"
"ffcb2b99-b21b-4b1b-8545-9f348ef0f9a0";"0.092763";"Azure Database for MariaDB";"1 GB/Month";"Data Stored";"Basic - Storage";"EU North"
"b54532a7-2b79-5282-8735-59cc236eba23";"0.583563";"Virtual Machines";"1 Hour";"E8-2ds v4";"Edsv4 Series Windows";"EU West"
"dccfce78-a7f4-4d7e-9490-083e2198453d";"0.920883";"Virtual Machines";"1 Hour";"NV24 Low Priority";"NV Series Windows";"EU West"
"36c961e5-3c53-4481-b339-a10c6fe0f491";"0.003626";"Storage";"10K";"Hot Read Operations";"Tiered Block Blob";"EU West"
"5459aac7-6cbd-4e2c-a8ca-5e5f74cca80e";"0.4908";"Virtual Machines";"1 Hour";"H8";"H Promo Series";"EU North"
"a63240c7-c2a3-539e-96f4-b4b280d5f7c2";"0.116375";"Virtual Machines";"1 Hour";"E8-2ds v4 Low Priority";"Edsv4 Series Windows";"EU West"
"fd4d171d-4e79-59f4-bb7c-0e47ba72ee7a";"0.425023";"Azure App Service";"1 Hour";"P3 v3";"Premium Plan - Linux";"EU North"
"b8a117a4-56cb-4a33-ad93-4886b6e10265";"0.004385";"Storage";"10K";"Archive Other Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"38fe35e3-893d-40fc-8247-7e9e40872b4d";"69.083136";"Storage";"1/Month";"S40 Disks";"Standard HDD Managed Disks";"EU West"
"8e7ce7fd-0418-40f5-872a-50411536040d";"0.904017";"HDInsight";"1 Hour";"F16s v2";"FSv2 Series";"EU North"
"f1f42f5d-effa-5e8a-bdd4-5943ff8ee57b";"4.317696";"Virtual Machines";"1 Hour";"E64-32ds v4";"Edsv4 Series Windows";"EU North"
"60a750fc-eb12-44fb-b0bc-2af7b68578e8";"0.000056";"Azure NetApp Files";"1 GB/Hour";"Basic Capacity";"";"EU North"
"7334d7ae-af2f-427d-916d-3b105be6783b";"0.008938";"Azure Spring Cloud";"1 GB Hour";"Standard Overage Memory Duration";"";"EU West"
"a0dec664-8fe2-4206-826f-ea1567c574eb";"9.25606";"Specialized Compute";"1 Hour";"CS36m Node";"Azure VMware Solution by CloudSimple";"EU West"
"ad274695-2a22-59f1-a0cf-083984c2cb63";"2.334254";"Virtual Machines";"1 Hour";"E32-8ds v4";"Edsv4 Series";"EU West"
"c65d46b9-0f22-4957-b42b-3e74600e50bb";"0.109629";"Storage";"10K";"Archive GRS Iterative Read Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"8094528a-c967-4674-95f1-dfbdfd2978bf";"0.043345";"Virtual Machines";"1 Hour";"DC2s Low Priority";"DCS Series Windows";"EU West"
"e61285e1-9683-513d-89a5-3594711d265d";"0.007075";"Azure Spring Cloud";"1 GB Hour";"Basic Overage Memory Duration";"";"EU North"
"8b35ea1e-46af-5920-ba73-6e86ddf89903";"0.025636";"Virtual Machines";"1 Hour";"E2s v4 Low Priority";"Esv4 Series";"EU West"
"277332fb-2872-4b8b-aa9c-6a4a04b9bdfb";"3.606794";"Virtual Machines";"1 Hour";"NC24R";"NC Series Windows";"EU North"
"438ea1b4-f661-4132-b857-90f10d9ab8b4";"2.057652";"Cloud Services";"1 Hour";"G3";"G Series";"EU North"
"6b7ca76a-87a6-453b-bb1a-74dadb73027f";"2.617603";"Virtual Machines";"1 Hour";"F64s v2";"FSv2 Series";"EU West"
"f6cc4cb6-9471-45d4-88d7-2facbec425c9";"5.068781";"Cloud Services";"1 Hour";"M64ls";"MS Series";"EU North"
"e1ceded7-0fb6-4be1-993a-f82702193d4d";"16.621443";"Storage";"1/Month";"P10 Disks";"Premium SSD Managed Disks";"EU North"
"1fa7e91a-2ead-4bd7-9bc7-6e2e95f69ecf";"0.0";"Storage";"10K";"Delete Operations";"Files v2";"EU West"
"fd3fbd56-20fa-5de6-8054-366973f54380";"1.930313";"Media Services";"1 Hour";"Standby Premium Live Encoder Channel";"Live Channels";"EU North"
"bbf50725-fe3e-5628-9ac2-79630dc8ff1b";"2.066928";"Redis Cache";"1 Hour";"E50 Cache";"Enterprise";"EU West"
"d44b736f-1c2c-4b87-9225-dcf3d491bb2f";"0.219258";"Virtual Machines";"1 Hour";"H8m Low Priority";"H Series";"EU North"
"4634532a-9296-43cc-a763-a39fed5a85a2";"0.002352";"Storage";"1 GB";"Archive RA-GRS Early Delete";"Tiered Block Blob";"EU West"
"3c905391-4cf0-475e-89dd-add03ae8c70a";"0.816314";"Virtual Machines";"1 Hour";"NV24 Low Priority";"NV Series";"EU North"
"069911c9-eb3c-5818-ad97-e5c6a8307699";"0.058356";"Virtual Machines";"1 Hour";"E4d v4 Low Priority";"Edv4 Series";"EU West"
"6926bd45-9c21-4d41-9618-d33e7c02f5f9";"0.009276";"Virtual Machines";"1 Hour";"F1/F1s Low Priority";"F/FS Series Windows";"EU West"
"91c4a925-1705-4117-81c7-60df330f417a";"1.554876";"Virtual Machines";"1 Hour";"M8ms";"MS Series Windows";"EU North"
"88b82ac7-2d90-40ef-bcee-0ea460b2dd20";"1.891521";"Cloud Services";"1 Hour";"A9";"A Series";"EU West"
"1e783aa3-d70c-460e-89d1-dbca4899e195";"0.042165";"Storage";"10K";"Cool Iterative Read Operations";"Azure Data Lake Storage Gen2 Flat Namespace";"EU North"
"804cafbb-7305-5255-9226-b3b737aa119b";"0.063247";"Storage";"10K/Month";"GZRS Index Tags";"Tiered Block Blob";"EU West"
"9bf5ac59-f285-52fb-9af3-ecb149b5b5c0";"0.20949";"SQL Database";"1 Hour";"Zone Redundancy vCore";"Single/Elastic Pool General Purpose - Compute Gen5";"EU North"
"1448bae4-f059-414e-b3ee-f7ff011f8b77";"7.066854";"Azure Cosmos DB";"1 Hour";"E64s";"Memory Optimized Analytics Compute";"EU West"
"c8a32012-6357-4d44-b899-c804299cb853";"1.214352";"Storage";"1/Month";"P2 Disks";"Premium SSD Managed Disks";"EU North"
"313a6717-4918-586f-b4e3-7d8c1cf48569";"3.501381";"Virtual Machines";"1 Hour";"E48d v4";"Edv4 Series";"EU West"
"d2a71a69-823c-43d7-a300-8af1d57fd74d";"0.598743";"Cloud Services";"1 Hour";"D64 v3 Low Priority";"Dv3 Series";"EU North"
"5c4d159d-7f4d-4ce0-ada8-36d9fd2d87d6";"0.118062";"Storage";"10K";"Hot GRS Iterative Read Operations";"General Block Blob v2 Hierarchical Namespace";"EU West"
"13caa596-57fc-596a-8ea9-722fc762aab4";"3.804969";"Virtual Machines";"1 Hour";"E64s v4";"Esv4 Series";"EU North"
"af777b10-b6f5-4268-84ed-1019baedd3bf";"0.023781";"Cloud Services";"1 Hour";"E2 v3 Low Priority";"Ev3 Series";"EU North"
"6677484f-8c1d-4b6a-927b-010882d9272b";"0.001534";"Functions";"100 Seconds";"vCPU Duration";"Premium";"EU West"
"92e5211d-2227-42f3-843f-efdde979b623";"0.755596";"Cloud Services";"1 Hour";"H16 Low Priority";"H Series";"EU West"
"13ffc6a8-20d1-52ed-9cb7-02e8799ab74b";"4.29071";"Azure App Service";"1 Hour";"IDH v2";"Isolated Plan";"EU North"
"1441d2ed-392e-419c-b310-b7a0b190ef30";"0.037273";"Virtual Machines";"1 Hour";"D11/DS11 Low Priority";"D/DS Series";"EU West"
"9d0830f4-f60f-4e17-93bc-267f3aaa9af1";"0.091076";"Storage";"10K";"Hot GRS Write Operations";"Azure Data Lake Storage Gen2 Flat Namespace";"EU West"
"09f913e2-b763-4f77-ba8f-367d716aa1bc";"0.000226";"Azure NetApp Files";"1 GB/Hour";"Ultra Capacity";"";"EU North"
"ac53efab-17ff-5b58-8488-07f0943fab34";"0.183839";"Virtual Machines";"1 Hour";"D16ds v4 Low Priority";"Ddsv4 Series";"EU West"
"17d1eabc-a37b-5aba-a279-4dc500a6c0a8";"0.067126";"Azure Database for MySQL";"1 Hour";"B2S";"Flexible Server?Burstable BS Series?Compute";"EU West"
"02d108c1-108b-4b7e-82fe-2021a16ae697";"2.050905";"Virtual Machines";"1 Hour";"E32a v4/E32as v4";"Eav4/Easv4 Series";"EU West"
"72d4a40c-5355-484c-b1bc-6f746466bfdf";"0.302238";"Application Gateway";"1 Hour";"Large Gateway";"Basic";"EU West"
"2cb0396a-d3d3-4050-af45-f4c3d6f3ed32";"1.644435";"Virtual Machines";"1 Hour";"A9";"A Series";"EU North"
"401564d5-9706-5363-acf2-5672836bc5f8";"119.563074";"Virtual Machines";"1 Hour";"Msmv2 Type1";"MSv2 Series Dedicated Host";"EU West"
"0b80e2ea-3687-5a79-bc04-d4c3d398e0c5";"2.550139";"Virtual Machines";"1 Hour";"D48d v4";"Ddv4 Series Windows";"EU North"
"52d148ef-9173-5408-8f40-749cd8789668";"0.190585";"Virtual Machines";"1 Hour";"E16-8as_v4 Low Priority";"Eav4/Easv4 Series Windows";"EU North"
"3c4d7f80-488c-5f76-b535-65f3a12aeb73";"0.183839";"Virtual Machines";"1 Hour";"D16d v4 Low Priority";"Ddv4 Series Windows";"EU West"
"3c710f65-cce8-448a-ad03-485588388aa9";"0.252146";"Storage";"100";"Archive GRS Iterative Write Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"d8d65195-870b-4a99-8798-e784d210e615";"0.111315";"Cloud Services";"1 Hour";"D2 v2";"Dv2 Series";"EU North"
"f35553ed-9b0d-4eac-8a30-99bf6626697d";"109.629";"Sentinel";"1/Day";"100 GB Capacity Reservation";"";"EU West"
"848c9b84-f664-4c07-9118-fee3116179f6";"0.256363";"Storage";"10K";"Hot GZRS Write Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"914b0857-6011-51c1-a12c-a073f9e28923";"0.047562";"Virtual Machines";"1 Hour";"E4-2s v4 Low Priority";"Esv4 Series Windows";"EU North"
"49bc1895-a428-4065-8128-ed6d1f198677";"0.006746";"Application Gateway";"1/Hour";"Capacity Units";"Standard v2";"EU West"
"d704c450-948e-4286-a207-73e4671ec615";"52.70625";"Azure Stack Edge";"1/Month";"Device";"Networking Add On";"EU West"
"734d0f35-c432-5581-a8b0-44d37e7b1f1c";"4.675255";"Virtual Machines";"1 Hour";"Ddsv4 Type 1";"Ddsv4 Series Dedicated Host";"EU North"
"c0ce0553-b825-4810-9b3c-f062301d523a";"1.25483";"Virtual Machines";"1 Hour";"L16s";"LS Series Windows";"EU West"
"3120948b-c39e-5a7b-9c14-6138e26c1f5a";"0.001686";"Azure Blockchain";"1 Minute";"Basic Validator Node - 8GB VM";"Quorum";"EU North"
"4fdd0727-98e0-460e-a773-adebaf6e06cd";"0.101196";"Log Analytics";"1 GB/Month";"Data Retention";"";"EU North"
"fa97f969-275e-4c57-9c93-098a90168fee";"6.301677";"Virtual Machines";"1 Hour";"M128ms Low Priority";"MS Series Windows";"EU West"
"c822b13b-1978-54f5-826c-18463a451843";"0.058356";"Virtual Machines";"1 Hour";"E4ds v4 Low Priority";"Edsv4 Series Windows";"EU West"
"8f0aad31-b9c8-40ae-ad1b-01e8f2d16123";"0.188899";"Cloud Services";"1 Hour";"A8 Low Priority";"A Series";"EU West"
"5f996c8f-00e2-4e73-88ba-4ee1abf228b2";"0.076655";"Virtual Machines";"1 Hour";"F8/F8s Low Priority";"F/FS Series";"EU West"
"a215d0a1-50ac-45f7-904a-124f7bcfddea";"0.074041";"Storage";"10K";"Hot GZRS Iterative Read Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"927bf601-c82d-5ee4-b86b-1d156d18e57c";"0.380328";"Virtual Machines";"1 Hour";"E32s v4 Low Priority";"Esv4 Series Windows";"EU North"
"11cf2f9b-be3f-56fa-9034-72cfb34418af";"0.409843";"Virtual Machines";"1 Hour";"E32-8as_v4 Low Priority";"Eav4/Easv4 Series";"EU West"
"ce1586b5-c83c-40ec-8600-f131077cb285";"2.068614";"Virtual Machines";"1 Hour";"H16mr";"H Promo Series Windows";"EU North"
"e187c6b7-4817-4b2e-8df0-11d21ce8fffd";"3.075515";"Virtual Machines";"1 Hour";"E48 v3/E48s v3";"Ev3/ESv3 Series";"EU West"
"c4136030-8927-4c71-acf3-b2d09828795a";"0.920883";"Virtual Machines";"1 Hour";"NV24 Low Priority";"NV Series";"EU West"
"b38a561a-f77d-4d1c-aa01-9817669a8093";"0.051272";"Virtual Machines";"1 Hour";"E4a v4/E4as v4 Low Priority";"Eav4/Easv4 Series Windows";"EU West"
"764b42ec-8932-5b4f-a606-50b5696e4d5f";"0.114688";"Virtual Machines";"1 Hour";"D2ds v4";"Ddsv4 Series Windows";"EU West"
"56df5355-1375-524b-a260-21e04ff8b314";"0.269856";"Virtual Machines";"1 Hour";"E20ds v4 Low Priority";"Edsv4 Series";"EU North"
"cea84742-b76f-47e8-b854-02aa86fc275f";"0.766559";"Virtual Machines";"1 Hour";"F16/F16s";"F/FS Series Windows";"EU West"
"b66c620a-1e8a-496c-91a9-db8a2226f5bf";"1.237964";"Azure App Service";"1 Hour";"Stamp Fee";"Isolated Plan - Linux";"EU West"
"f04e1e80-30be-49cc-b86a-9ff00798a8b4";"0.083486";"Virtual Machines";"1 Hour";"A6 Low Priority";"A Series Windows";"EU North"
"b729ad5b-1fa9-4a8b-a3f4-1568305dcdef";"2.023076";"Virtual Machines";"1 Hour";"H16m";"H Promo Series Windows";"EU West"
"7f15fe37-517c-4710-b709-1eac1bbf8b60";"0.100352";"SQL Database";"1 GB/Month";"LRS Data Stored";"Single/Elastic Pool PITR Backup Storage";"EU West"
"3f35a433-b1c1-4cfb-bf0b-324fd142feac";"5.801904";"Virtual Machines";"1 Hour";"L80s v2";"LSv2 Series Windows";"EU North"
"530182db-0c59-5c32-924c-38baadc778af";"2.550139";"Virtual Machines";"1 Hour";"D48d v4";"Ddv4 Series";"EU North"
"92a6f6eb-e532-4cc6-af3d-cc903cf60a7f";"0.008433";"Storage";"10K";"Cool Write Additional IO";"Azure Data Lake Storage Gen2 Flat Namespace";"EU North"
"7b932bf6-4501-4095-a2b7-e3fa64f28d8d";"0.725575";"Virtual Machines";"1 Hour";"M16ms Low Priority";"MS Series Windows";"EU West"
"04ca65aa-d575-4d0a-8c85-df12dff0f2b5";"1.25483";"Cloud Services";"1 Hour";"L16s v2";"LSv2 Series";"EU West"
"40b45ba2-41a0-47f7-88c2-f554a2fe609e";"0.063247";"Storage";"1 GB/Month";"RA-GRS Data Stored";"Standard Page Blob v2";"EU North"
"84674db6-beba-5345-9eeb-02d9cd7f0a69";"0.512726";"Virtual Machines";"1 Hour";"E8s v4";"Esv4 Series Windows";"EU West"
"14def9c3-9c54-474a-ab4e-25d999ab0cab";"0.012649";"Storage";"1 GB/Month";"Cool LRS Data Stored";"Files v2";"EU West"
"b599eaf4-d94f-4383-8b16-9af8bc6be947";"0.011848";"Storage";"10K";"Hot GRS Write Additional IO";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"89bcf820-e1dd-45ad-a0ac-2dfe56bacf36";"0.000952";"Storage";"1 GB";"Hot Data Scanned for Query Acceleration";"Azure Data Lake Storage Gen2 Flat Namespace";"EU West"
"bc7fadd5-acb2-4d89-ac30-2738f678ca25";"0.087871";"Azure Database for MySQL";"1 Hour";"vCore";"General Purpose - Compute Gen5";"EU West"
"30338b16-1cc3-4500-9f22-142da3f4c4e8";"0.640064";"Virtual Machines";"1 Hour";"D13 v2/DS13 v2";"Dv2/DSv2 Series Windows";"EU West"
"8ee1f869-95d9-419a-bdd0-a697083a81cf";"0.01948";"Storage";"1 GB/Month";"Cool GZRS Data Stored";"Azure Data Lake Storage Gen2 Flat Namespace";"EU West"
"4eea396d-b680-47c7-a1f5-3d9f5cd4d998";"0.002108";"Storage";"1 GB";"Cool LRS Data Write";"Tiered Block Blob";"EU West"
"72d29dc9-6760-402e-9882-b723579f5e0a";"0.106729";"Storage";"1 GB/Month";"RA-GZRS Data Stored";"Standard Page Blob v2";"EU North"
"fe5fea9b-a545-50d1-ae97-8f22a5d08567";"2.029823";"Redis Cache";"1 Hour";"F300 Cache";"Enterprise Flash";"EU North"
"49d0b2d3-6e63-5835-9a68-f493e6a4b928";"0.102882";"Virtual Machines";"1 Hour";"E8s v4 Low Priority";"Esv4 Series";"EU West"
"bd206fe7-8638-570e-82bc-c3e359cfa26a";"0.023612";"Backup";"1 GB/Month";"ZRS Data Stored";"";"EU North"
"310c37d0-6bb2-45bd-baa7-03e477a2bf84";"0.002647";"Storage";"10K";"ZRS All Other Operations";"Premium ADLS Gen2 Hierarchical Namespace";"EU West"
"f42cfc2a-87f3-4c69-bd7c-019e90169752";"2.853727";"Virtual Machines";"1 Hour";"E48 v3/E48s v3";"Ev3/ESv3 Series";"EU North"
"7ee63c4f-5699-4825-a018-ba38e52f35b1";"0.109629";"Storage";"10K";"Cool Write Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"955cb4f4-c996-4bdd-9bdb-7d8bc306bed4";"0.087871";"Azure Database for PostgreSQL";"1 Hour";"vCore";"General Purpose - Compute Gen4";"EU West"
"17f2f537-eaaa-558c-8fa3-f706bd6807f0";"19.429632";"Azure Blockchain";"1/Month";"Orderer Storage Disks";"Hyperledger Fabric";"EU North"
"5ef90995-1885-4dd5-9497-87d2be481884";"0.002192";"Storage";"10K";"Cool Read Additional IO";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"8a6e8e44-9af2-5361-9ec1-3406820f1628";"2.452316";"Virtual Machines";"1 Hour";"NC24rs v3 Low Priority";"NCSv3 Series Windows";"EU North"
"40ad5704-f8b8-48c7-853a-7e6d7672989f";"8.424567";"Cloud Services";"1 Hour";"G5";"G Series";"EU West"
"0737bcaa-c235-5956-b9bd-b52b364f5466";"2.853727";"Virtual Machines";"1 Hour";"E48 v4";"Ev4 Series Windows";"EU North"
"78cd281c-3c94-525b-9a93-fa7aa74ed47d";"0.933533";"Virtual Machines";"1 Hour";"E64-32ds v4 Low Priority";"Edsv4 Series Windows";"EU West"
"23329898-3331-4c17-96e3-5315dcb57ab2";"0.003373";"Storage";"10K";"ZRS Class 2 Additional IO";"Queues v2";"EU North"
"796e52c0-aa18-4849-ad57-c81a8e425b08";"4.724166";"Azure App Service";"1 Hour";"I14";"Isolated Plan";"EU West"
"5aacb930-a1b1-59df-9954-3dfa09f2c390";"1.189053";"Virtual Machines";"1 Hour";"E20s v4";"Esv4 Series Windows";"EU North"
"53483f1c-2e53-4f85-9a04-14ab722d10a3";"0.001517";"Storage";"1 GB";"Archive LRS Early Delete";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"63172e00-4760-4ba9-babf-2c3618368139";"0.910764";"Cloud Services";"1 Hour";"A7";"A Series";"EU West"
"85f58377-ab79-48e2-a7c9-a11efff92f75";"0.120591";"Storage";"10K";"Archive Write Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"3fc6cc9f-c924-40d1-a0a7-3fb0c96c8762";"0.15601";"Virtual Machines";"1 Hour";"D11 v2/DS11 v2";"Dv2/DSv2 Series Windows";"EU North"
"2c69eb35-4958-4c6b-b4cc-00e32199ac13";"1.166283";"Virtual Machines";"1 Hour";"H8m";"H Series";"EU West"
"0c4dac04-401e-45d8-85f2-235e502b93ce";"9.046922";"Virtual Machines";"1 Hour";"NC24s v2";"NCSv2 Series Windows";"EU West"
"ac33f758-4568-5369-8dc2-9728064ea6e7";"1.733824";"Virtual Machines";"1 Hour";"DC8 v2";"DCSv2 Series Windows";"EU West"
"08f61159-d79a-45c9-9993-d5222504a0f2";"0.433456";"Virtual Machines";"1 Hour";"D48 v3/D48s v3 Low Priority";"Dv3/DSv3 Series Windows";"EU North"
"fabb4f1d-52b7-488f-8bbd-039750dfc625";"0.034153";"Container Instances";"1 Hour";"vCPU Duration";"";"EU North"
"709b70c8-b00e-4e8a-8026-14544dff4695";"0.029515";"API Management";"10K";"Consumption Calls";"";"EU North"
"21530462-22b4-49bc-87f0-00fed4116e52";"0.23781";"Cloud Services";"1 Hour";"E4 v3";"Ev3 Series";"EU North"
"94e03c2c-d5db-4da3-94c4-3473649dad68";"0.766559";"Virtual Machines";"1 Hour";"B20ms";"BS Series";"EU North"
"ddd10d22-1c66-5413-8aa4-00f92d96cf37";"0.114688";"Azure App Service";"1 Hour";"P1 v3";"Premium Plan";"EU West"
"0e069e55-bdc1-52c2-9fd6-a314f5d9e7d7";"0.679699";"Virtual Machines";"1 Hour";"D64d v4 Low Priority";"Ddv4 Series Windows";"EU North"
"c792cbe1-44cc-56a1-8d57-30d58e434a64";"0.0";"Storage";"1M";"Hot GZRS Blob Inventory";"General Block Blob v2 Hierarchical Namespace";"EU North"
"04010d99-df9d-4da8-b950-d63837b06bc1";"0.000339";"Azure NetApp Files";"1 GiB/Hour";"Premium Snapshots";"";"EU West"
"789d130d-28dc-472b-8337-af578afeed84";"0.621933";"Cloud Services";"1 Hour";"M8ms Low Priority";"MS Series";"EU North"
"7a429c1d-36a5-453a-ab22-b776e9d0436d";"0.200705";"SQL Database";"1M";"IO Rate Operations";"Single/Elastic Pool General Purpose - Storage";"EU West"
"fc0e7c48-2b5c-4458-9db5-dfa202a42f57";"0.047562";"Virtual Machines";"1 Hour";"E4a v4/E4as v4 Low Priority";"Eav4/Easv4 Series Windows";"EU North"
"eb0ee0e4-de56-5a67-8f54-9cdadacd367d";"3.971099";"Virtual Machines";"1 Hour";"Dsv3 Type3";"DSv3 Series Dedicated Host";"EU North"
"2d235682-a9f2-5449-b558-edf35c918f4c";"0.721864";"Virtual Machines";"1 Hour";"D16s v4";"Dsv4 Series Windows";"EU North"
"0b5f6c59-1d66-40b5-b133-41be1b57b190";"21.071705";"Virtual Machines";"1 Hour";"M208s v2";"MSv2 Series";"EU North"
"d8771d5f-8360-4935-8687-9dd153ef427e";"0.154323";"Virtual Machines";"1 Hour";"A4 v2";"Av2 Series Windows";"EU West"
"c491f3c6-a7b6-4209-b75b-95eb20ded774";"0.071258";"Storage";"10K";"LRS List and Create Container Operations";"General Block Blob v2 Hierarchical Namespace";"EU West"
"628ce541-5264-4076-a830-e032ed80dba8";"0.125651";"Virtual Machines";"1 Hour";"L8s v2 Low Priority";"LSv2 Series Windows";"EU West"
"d397303f-d874-45a0-a4cc-d717600f82ce";"0.073451";"Storage";"10K";"ZRS List and Create Container Operations";"Premium ADLS Gen2 Flat Namespace";"EU West"
"b5191abf-7dcf-404f-ae37-b3e9b7b39088";"0.219258";"Storage";"1 GB/Month";"ZRS Data Stored";"Premium ADLS Gen2 Flat Namespace";"EU West"
"25b5e0a8-5e72-4b85-9d20-69f8f18b4434";"0.021082";"Storage";"1 GB";"Cool RA-GRS Early Delete";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"affba1db-5db3-4f8e-b0de-e2dbae27b8dc";"0.062404";"Virtual Machines";"1 Hour";"L4s Low Priority";"LS Series Windows";"EU West"
"8137085b-9cd6-4dfd-b1d4-414924dfc44a";"0.000453";"Azure NetApp Files";"1 GiB/Hour";"Ultra Snapshots";"";"EU North"
"a051c42d-5252-5c6e-8bfd-15da6d8ee677";"20.502309";"Redis Cache";"1 Hour";"I100 VM";"Isolated";"EU North"
"aaabf29c-8845-4243-a096-55ce2ad3cf1d";"0.029414";"Storage";"10K";"GZRS Write Operations";"Standard Page Blob v2";"EU North"
"b79b30e8-7f85-4411-9c06-161c7a10c419";"459.680384";"Storage";"1/Month";"P50 Disks";"Premium SSD Managed Disks";"EU West"
"13502681-8212-58f5-96af-ff1bfee36502";"0.212511";"Virtual Machines";"1 Hour";"D4d v4";"Ddv4 Series";"EU North"
"076879d1-e97f-527f-9e44-66b2107538b5";"1.922724";"Azure App Service";"1 Hour";"I3 v2";"Isolated Plan";"EU West"
"d90cab03-36c9-5555-ab4c-2478966d800c";"3.501381";"Virtual Machines";"1 Hour";"E48ds v4";"Edsv4 Series";"EU West"
"b3595051-841c-421c-969d-fefeeb5fb76d";"0.632475";"Azure Remote Rendering";"1";"Asset Conversion";"";"EU West"
"29734819-b3b4-4464-a8eb-61ede2ca7213";"2.165594";"Virtual Machines";"1 Hour";"D48 v3/D48s v3";"Dv3/DSv3 Series";"EU North"
"d6f42d39-7462-4412-a7ea-e1f96a6e3cd7";"0.024455";"Virtual Machines";"1 Hour";"D2/DS2 Low Priority";"D/DS Series Windows";"EU North"
"15ae6d44-7b43-5a0a-88d5-438ec67e6380";"0.042502";"Virtual Machines";"1 Hour";"D4ds v4 Low Priority";"Ddsv4 Series Windows";"EU North"
"0ac27380-2479-4928-8cb4-26b745b00579";"0.095292";"Virtual Machines";"1 Hour";"F2/F2s";"F/FS Series Windows";"EU North"
"7dab2ce5-b008-4f64-a239-e89df98b49bd";"0.047983";"Backup";"1 GB/Month";"RA-GRS Data Stored";"";"EU West"
"f567bfd4-9563-4f1b-a967-535f34d5703b";"1.295308";"Cloud Services";"1 Hour";"F32s v2";"FSv2 Series";"EU North"
"4512fc1c-8b87-48f2-bce3-c335c10781b8";"0.002352";"Storage";"1 GB";"Archive RA-GRS Early Delete";"Tiered Block Blob";"EU North"
"7ed44159-23cb-4733-b232-28ed4c66d01a";"0.028334";"Virtual Machines";"1 Hour";"D2/DS2 Low Priority";"D/DS Series";"EU West"
"d88c3393-2670-595b-837a-311f427e52ea";"0.475621";"Virtual Machines";"1 Hour";"E8-4s v4";"Esv4 Series Windows";"EU North"
"f6fa3fdf-cbec-442b-b98d-4fc132be16eb";"0.202392";"Cloud Services";"1 Hour";"A3";"A Series";"EU North"
"82c3e003-1425-4d7a-adc3-db7fa6c11340";"0.106729";"Storage";"1 GB/Month";"RA-GZRS Data Stored";"Queues v2";"EU North"
"a4c1e76b-a70e-41f3-a83e-5df842f57fac";"1.16038";"Cloud Services";"1 Hour";"L16s v2";"LSv2 Series";"EU North"
"76b665ae-a998-4a42-a49d-073b33f92082";"1.963202";"Virtual Machines";"1 Hour";"F48s v2";"FSv2 Series Windows";"EU West"
"632bf7a0-bcd3-5413-a7b3-7984ff7a559e";"6.152716";"Virtual Machines";"1 Hour";"E96-24as_v4";"Eav4/Easv4 Series Windows";"EU West"
"0cf13871-4c54-4e45-9ccb-8794632f8843";"95.2929";"Data Box";"1";"Device Standard Shipping";"";"EU West"
"eebdf93c-1043-48f2-8697-9368af1055a1";"0.061139";"Azure Database for MySQL";"1 Hour";"Read Replica vCore";"Memory Optimized - Compute Gen5";"EU West"
"565834d3-b70d-5958-be12-bb8c8f2d5e8c";"0.15348";"Azure NetApp Files";"1 GiB/Hour";"Cross Region Replication Minutes";"";"EU West"
"a1a82878-75d7-4292-87c4-273463c2dbdb";"1.443729";"Virtual Machines";"1 Hour";"D32 v3/D32s v3";"Dv3/DSv3 Series Windows";"EU North"
"547aca9a-4de9-40c0-a61c-b4325e05f5f9";"0.101196";"Storage";"100";"Archive Iterative Write Operations";"Azure Data Lake Storage Gen2 Flat Namespace";"EU West"
"9843818f-414b-583e-9ee0-e3d79264cf18";"0.049586";"Storage";"1 GB/Month";"Hot GZRS Data Stored";"Files v2";"EU North"
"f42006e0-2f30-455a-961e-b675370c8be4";"0.59031";"Virtual Machines";"1 Hour";"G1/GS1";"G/GS Series";"EU West"
"18c0ed4a-de82-45d6-92c8-ca87a94a3e05";"0.00118";"Azure Blockchain";"1 Minute";"Basic Validator Node";"Quorum";"EU North"
"1aeed83f-806d-4ef0-9df8-6cc157dbb9a3";"0.001349";"Azure Blockchain";"1 Minute";"Basic Transaction Node";"Quorum";"EU West"
